ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
EC-A,Ecuador,Azuay,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,1.0,1.0,5,5,14,18,19.0,19.0,23.0,28.0,31,37.0,42.0,42,53,57.0,78.0,94,99,99.0,99.0,99,100,100,107,116,151,154.0,178.0,182.0,192.0,200.0,205.0,207.0,217.0,223.0,232.0,247.0,273.0,285.0,449.0,449.0,449.0,314.0,426.0,432.0,460.0,490.0,505.0,551.0,569.0,569.0,519.0,561.0,565.0,565.0,569.0,577.0,576.0,579.0,583.0,657.0,671.0,693.0,700.0,730.0,766.0,775.0,782.0,793.0,797.0,799.0
EC-B,Ecuador,Bolivar,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,4,5.0,8.0,9.0,9.0,11,11.0,12.0,14,14,14.0,15.0,20,26,26.0,26.0,27,27,27,27,30,32,33.0,33.0,33.0,33.0,33.0,39.0,39.0,45.0,49.0,54.0,55.0,59.0,66.0,105.0,105.0,105.0,124.0,125.0,129.0,133.0,151.0,162.0,191.0,176.0,176.0,163.0,197.0,159.0,163.0,167.0,166.0,179.0,180.0,180.0,206.0,218.0,230.0,240.0,257.0,271.0,288.0,289.0,295.0,298.0,299.0
EC-F,Ecuador,Canar,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,3,3.0,4.0,5.0,7.0,12,15.0,16.0,19,26,28.0,39.0,49,53,56.0,56.0,59,59,59,64,75,90,94.0,97.0,100.0,104.0,105.0,117.0,118.0,125.0,137.0,145.0,149.0,162.0,166.0,269.0,269.0,269.0,211.0,285.0,288.0,297.0,312.0,328.0,377.0,389.0,389.0,272.0,349.0,239.0,239.0,241.0,240.0,250.0,250.0,251.0,269.0,272.0,277.0,288.0,288.0,296.0,300.0,301.0,305.0,306.0,313.0
EC-C,Ecuador,Carchi,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,1.0,1.0,1,1,1.0,2.0,3,4,4,4,5,5,5.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,10.0,12.0,12.0,14.0,31.0,31.0,31.0,28.0,30.0,33.0,33.0,35.0,39.0,39.0,39.0,39.0,48.0,48.0,52.0,52.0,60.0,52.0,67.0,67.0,67.0,70.0,85.0,90.0,97.0,107.0,122.0,134.0,143.0,147.0,163.0,168.0
EC-H,Ecuador,Chimborazo,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2.0,2.0,3.0,3.0,4,4.0,4.0,4,7,7.0,10.0,10,11,14.0,14.0,16,17,20,25,27,31,31.0,38.0,38.0,41.0,44.0,53.0,85.0,86.0,89.0,102.0,102.0,104.0,115.0,195.0,195.0,195.0,143.0,164.0,173.0,187.0,208.0,212.0,223.0,242.0,242.0,265.0,290.0,283.0,285.0,290.0,292.0,372.0,374.0,374.0,394.0,417.0,456.0,479.0,499.0,523.0,545.0,585.0,607.0,640.0,707.0
EC-X,Ecuador,Cotopaxi,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,3.0,3.0,5,6,6.0,6.0,6,7,9.0,9.0,12,12,14,14,15,17,23.0,24.0,25.0,26.0,26.0,26.0,26.0,28.0,33.0,35.0,35.0,35.0,38.0,59.0,59.0,59.0,42.0,49.0,49.0,53.0,58.0,63.0,66.0,69.0,69.0,83.0,84.0,92.0,92.0,96.0,92.0,100.0,100.0,100.0,100.0,105.0,105.0,108.0,110.0,121.0,122.0,133.0,134.0,137.0,142.0
EC-O,Ecuador,El Oro,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7,11,19.0,37.0,81,128,187,318,397.0,607.0,769.0,826.0,885,1021.0,1202.0,1345,1377,1397.0,1615.0,1941,2243,2388.0,2402.0,2524,2534,2706,3047,3384,5281,5290.0,5381.0,5395.0,5417.0,5551.0,5754.0,5777.0,6150.0,6446.0,6921.0,7108.0,7391.0,7502.0,15365.0,15365.0,15365.0,10172.0,10200.0,10417.0,10436.0,11207.0,11695.0,13053.0,14192.0,14192.0,12411.0,12577.0,11532.0,11577.0,11705.0,11876.0,11999.0,12046.0,12046.0,12081.0,12907.0,13055.0,13097.0,13175.0,13363.0,13482.0,13516.0,13570.0,13787.0,13833.0
EC-E,Ecuador,Esmeraldas,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,3,4.0,9.0,9.0,11.0,11,11.0,11.0,15,15,15.0,17.0,18,24,25.0,31.0,32,46,50,51,54,65,65.0,74.0,85.0,86.0,90.0,99.0,105.0,108.0,112.0,116.0,121.0,124.0,130.0,219.0,219.0,219.0,145.0,157.0,160.0,167.0,208.0,208.0,215.0,220.0,220.0,222.0,229.0,223.0,228.0,256.0,241.0,253.0,253.0,253.0,287.0,299.0,299.0,308.0,324.0,333.0,344.0,357.0,363.0,368.0,385.0
EC-W,Ecuador,Galapagos,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,3.0,4.0,4.0,4.0,8,8.0,9.0,9,9,9.0,10.0,15,16,18.0,20.0,20,21,21,21,24,32,32.0,33.0,33.0,33.0,34.0,35.0,43.0,43.0,47.0,49.0,51.0,51.0,58.0,97.0,97.0,97.0,77.0,81.0,81.0,89.0,98.0,99.0,99.0,99.0,99.0,104.0,108.0,114.0,114.0,126.0,114.0,141.0,141.0,141.0,146.0,149.0,151.0,152.0,168.0,171.0,176.0,179.0,188.0,190.0,195.0
EC-G,Ecuador,Guayas,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,5,5.0,5.0,5.0,7.0,8,9.0,12.0,13,15,21.0,22.0,27,27,27.0,27.0,27,27,27,34,49,56,59.0,65.0,69.0,72.0,85.0,86.0,98.0,105.0,116.0,128.0,132.0,132.0,136.0,213.0,213.0,213.0,143.0,223.0,224.0,232.0,251.0,270.0,316.0,315.0,315.0,209.0,274.0,252.0,252.0,257.0,255.0,259.0,260.0,260.0,279.0,296.0,300.0,306.0,309.0,322.0,323.0,324.0,327.0,334.0,336.0
EC-I,Ecuador,Imbabura,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1,8,8,9,9.0,25.0,27.0,32.0,38,38.0,40.0,44,50,50.0,54.0,56,61,67.0,71.0,77,87,115,132,159,188,204.0,214.0,215.0,219.0,227.0,244.0,262.0,274.0,286.0,296.0,296.0,316.0,330.0,1869.0,1869.0,1869.0,514.0,554.0,601.0,612.0,633.0,799.0,934.0,1382.0,1382.0,1046.0,1263.0,1173.0,1195.0,1299.0,1226.0,1277.0,1280.0,1281.0,1374.0,1468.0,1528.0,1601.0,1638.0,1736.0,1751.0,1814.0,1855.0,1895.0,1988.0
EC-L,Ecuador,Loja,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,1,1,1.0,2.0,2,2,2,2,2,3,4.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,20.0,20.0,20.0,15.0,19.0,23.0,23.0,30.0,36.0,40.0,42.0,42.0,40.0,40.0,43.0,43.0,54.0,43.0,61.0,61.0,61.0,88.0,95.0,101.0,105.0,115.0,118.0,125.0,145.0,152.0,166.0,190.0
EC-R,Ecuador,Los Rios,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,2,2.0,6.0,9.0,14.0,17,20.0,21.0,23,25,30.0,34.0,52,56,56.0,56.0,56,58,58,82,97,137,149.0,150.0,160.0,166.0,183.0,193.0,207.0,247.0,257.0,266.0,276.0,289.0,300.0,477.0,477.0,477.0,327.0,448.0,457.0,474.0,559.0,575.0,624.0,643.0,643.0,628.0,673.0,652.0,658.0,672.0,664.0,707.0,710.0,716.0,839.0,907.0,920.0,935.0,959.0,976.0,994.0,1004.0,1017.0,1025.0,1039.0
EC-M,Ecuador,Manabi,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4,4,6.0,8.0,8,12,16,35,50.0,60.0,65.0,72.0,108,121.0,137.0,171,188,191.0,219.0,248,259,285.0,321.0,345,395,418,440,494,579,606.0,627.0,634.0,646.0,674.0,736.0,779.0,794.0,819.0,841.0,868.0,926.0,991.0,1634.0,1634.0,1634.0,1194.0,1298.0,1351.0,1420.0,1507.0,1593.0,1698.0,1732.0,1732.0,1913.0,1956.0,1988.0,2064.0,2096.0,2071.0,2336.0,2339.0,2339.0,2484.0,2520.0,2582.0,2681.0,2840.0,2952.0,3054.0,3201.0,3344.0,3405.0,3540.0
EC-S,Ecuador,Morona Santiago,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,11,11,10.0,10.0,10,10,16,19,22.0,25.0,28.0,37.0,40,52.0,58.0,60,60,60.0,80.0,100,131,138.0,153.0,158,158,159,175,193,226,227.0,239.0,239.0,240.0,255.0,274.0,276.0,304.0,329.0,378.0,382.0,390.0,402.0,668.0,668.0,668.0,662.0,665.0,687.0,693.0,803.0,903.0,931.0,1284.0,1284.0,991.0,1049.0,966.0,985.0,1026.0,1002.0,1006.0,1007.0,1009.0,1124.0,1179.0,1215.0,1232.0,1239.0,1249.0,1283.0,1340.0,1361.0,1379.0,1392.0
EC-N,Ecuador,Napo,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,1,3,3,3.0,3.0,6.0,6.0,7,8.0,8.0,8,9,10.0,10.0,10,10,10.0,10.0,10,11,12,17,18,19,19.0,19.0,20.0,21.0,21.0,21.0,23.0,26.0,28.0,30.0,30.0,31.0,31.0,48.0,48.0,48.0,34.0,61.0,61.0,61.0,72.0,72.0,79.0,79.0,79.0,37.0,71.0,40.0,44.0,44.0,44.0,49.0,49.0,49.0,60.0,63.0,64.0,70.0,70.0,79.0,84.0,84.0,90.0,92.0,95.0
EC-D,Ecuador,Orellana,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,4.0,4.0,7.0,7.0,7,8.0,9.0,15,15,15.0,18.0,19,24,26.0,31.0,34,36,43,44,46,51,55.0,60.0,65.0,66.0,67.0,68.0,76.0,79.0,81.0,94.0,94.0,97.0,123.0,197.0,197.0,197.0,138.0,179.0,180.0,202.0,244.0,285.0,324.0,313.0,313.0,331.0,332.0,353.0,379.0,389.0,385.0,488.0,488.0,488.0,553.0,558.0,576.0,588.0,626.0,656.0,699.0,745.0,781.0,800.0,889.0
EC-Y,Ecuador,Pastaza,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,1,1.0,2.0,4.0,6.0,6,7.0,10.0,10,10,10.0,17.0,30,44,48.0,48.0,52,52,52,55,63,74,74.0,77.0,78.0,78.0,92.0,95.0,95.0,135.0,145.0,163.0,165.0,177.0,182.0,321.0,321.0,321.0,343.0,347.0,360.0,362.0,412.0,470.0,583.0,596.0,596.0,579.0,608.0,481.0,495.0,534.0,514.0,521.0,524.0,524.0,627.0,644.0,648.0,652.0,706.0,715.0,719.0,720.0,726.0,733.0,740.0
EC-P,Ecuador,Pichincha,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,2.0,3,3.0,4.0,4,4,4.0,9.0,10,12,13.0,22.0,22,22,22,23,25,29,36.0,42.0,43.0,43.0,47.0,53.0,65.0,66.0,72.0,74.0,81.0,82.0,96.0,152.0,152.0,152.0,135.0,145.0,157.0,170.0,189.0,200.0,203.0,206.0,206.0,228.0,234.0,248.0,258.0,273.0,260.0,312.0,312.0,312.0,323.0,337.0,345.0,355.0,376.0,393.0,395.0,416.0,426.0,439.0,450.0
EC-SE,Ecuador,Santa Elena,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1.0,1.0,1,1,2,3,3.0,6.0,6.0,6.0,6,18.0,18.0,18,25,25.0,27.0,27,27,27.0,27.0,30,30,33,33,33,34,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,55.0,55.0,55.0,36.0,39.0,39.0,42.0,44.0,45.0,45.0,42.0,42.0,42.0,42.0,52.0,62.0,65.0,63.0,67.0,67.0,67.0,74.0,75.0,76.0,84.0,85.0,85.0,86.0,87.0,93.0,97.0,98.0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4.0,4,4.0,4.0,4,4,4.0,5.0,7,10,10.0,11.0,11,11,11,11,11,11,11.0,11.0,11.0,12.0,11.0,11.0,42.0,53.0,54.0,54.0,54.0,54.0,54.0,86.0,86.0,86.0,59.0,60.0,66.0,68.0,70.0,70.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,73.0,73.0,74.0,74.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
EC-U,Ecuador,Sucumbios,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,2,2.0,4.0,5,5,5.0,8.0,10,12,13.0,16.0,17,23,28,28,30,33,36.0,42.0,42.0,43.0,45.0,46.0,50.0,51.0,54.0,57.0,57.0,59.0,68.0,109.0,109.0,109.0,80.0,87.0,90.0,100.0,120.0,122.0,135.0,138.0,138.0,145.0,148.0,156.0,160.0,168.0,171.0,207.0,207.0,207.0,221.0,228.0,230.0,237.0,251.0,277.0,283.0,299.0,315.0,329.0,348.0
EC-T,Ecuador,Tungurahua,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,2.0,2.0,5,5,5.0,5.0,5,7,9.0,9.0,11,12,12,12,12,13,13.0,13.0,13.0,14.0,16.0,17.0,18.0,18.0,20.0,20.0,20.0,20.0,25.0,39.0,39.0,39.0,32.0,43.0,44.0,46.0,50.0,52.0,64.0,67.0,67.0,76.0,80.0,82.0,87.0,97.0,87.0,114.0,114.0,114.0,116.0,127.0,129.0,131.0,136.0,167.0,175.0,184.0,188.0,195.0,214.0
EC-Z,Ecuador,Zamora-Chinchipe,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,1,1,2.0,2.0,2,2,2.0,2.0,2,3,2,2,3,4,4.0,4.0,4.0,4.0,5.0,5.0,8.0,17.0,20.0,20.0,20.0,21.0,24.0,42.0,42.0,42.0,36.0,43.0,43.0,44.0,55.0,60.0,76.0,76.0,76.0,61.0,78.0,66.0,67.0,68.0,67.0,70.0,70.0,72.0,85.0,93.0,101.0,106.0,111.0,131.0,137.0,148.0,149.0,149.0,163.0
SV-AH,El Salvador,Ahuachapan,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-CA,El Salvador,Cabanas,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-CH,El Salvador,Chalatenango,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-CU,El Salvador,Cuscatlan,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-LI,El Salvador,La Libertad,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-PA,El Salvador,La Paz,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-UN,El Salvador,La Unión,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-MO,El Salvador,Morazan,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SM,El Salvador,San Miguel,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SS,El Salvador,San Salvador,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SV,El Salvador,San Vicente,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SA,El Salvador,Santa Ana,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SO,El Salvador,Sonsonate,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-US,El Salvador,Usulutan,2020-05-26 20:11:32.686806,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-GP,France,Guadeloupe,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,1,1.0,6.0,6,6,6,6,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-GF,France,Guyane,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,5,5,5.0,5.0,5,5,5,5,5,5,5,5.0,5.0,5,5,15,18,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-MQ,France,Martinique,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,2,2.0,2.0,2,2,2,2,2,2,2,15.0,15.0,15,15,15,35,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-BL,France,Saint-Barthélemy,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-MF,France,Saint-Martin,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-PM,France,Saint-Pierre-et-Miquelon,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-AV,Guatemala,Alta Verapaz,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-BV,Guatemala,Baja Verapaz,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-CM,Guatemala,Chimaltenango,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-CQ,Guatemala,Chiquimula,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-PR,Guatemala,El Progreso,2020-05-26 20:11:32.686806,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
